video_duration_s,video_width,video_height,video_fps,video_nb_frames,video_bitrate,video_file_size,video_aspect_ratio,face_detect_ratio,face_area_mean,face_area_std,blink_ratio,head_motion_mean,mouth_open_mean,au04_brow_furrow_proxy_mean,au04_brow_furrow_proxy_std,au12_smile_proxy_mean,speech_frame_ratio,speech_au04_brow_furrow_proxy_mean,speech_au12_smile_proxy_mean,speech_mouth_open_mean,speech_head_motion_mean,gaze_horizontal_abs_mean,gaze_vertical_abs_mean,gaze_offcenter_ratio,speech_gaze_horizontal_abs_mean,speech_gaze_vertical_abs_mean,speech_gaze_offcenter_ratio,openface_available,openface_conf_mean,openface_success_ratio,openface_au04_r_mean,openface_au04_c_mean,openface_au12_r_mean,openface_au12_c_mean,openface_gaze_angle_x_mean,openface_gaze_angle_y_mean,openface_gaze_offcenter_ratio,openface_pose_rx_mean,openface_pose_ry_mean,openface_pose_rz_mean,openface_speech_au04_r_mean,openface_speech_au12_r_mean,openface_speech_gaze_angle_x_mean,openface_speech_gaze_angle_y_mean,openface_pause_au04_r_mean,openface_pause_au12_r_mean,openface_pause_gaze_angle_x_mean,openface_pause_gaze_angle_y_mean,openface_speech_pause_au04_r_gap,openface_speech_pause_au12_r_gap,openface_speech_pause_gaze_x_gap,openface_speech_pause_gaze_y_gap,split,user_id,question_id
98.92,640.0,480.0,30.0,2967.0,501284.0,7889069.0,1.3333333333333333,0.997979797979798,0.08203856560458159,0.00755507769951073,0.06275303643724696,0.05330268420785537,0.034566113064388636,7.1099798075657885,0.8159481950454206,0.3942989517473168,0.8424242424242424,7.1489109378171865,0.3956528123326801,0.03535369517228453,0.05504963521890528,0.09174955804360019,0.1817442822574484,0.10728744939271255,0.08553130166004787,0.18341086170486573,0.10336538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,549b8ef4fdf99b4ffa5fa0c9,q5
147.69,640.0,480.0,30.0,4430.0,526448.0,12241971.0,1.3333333333333333,0.9986468200270636,0.08483953478800743,0.0066784424168174795,0.16666666666666666,0.06698329801387629,0.04313881203887477,6.747454292854101,0.7007543081931158,0.39503423743176835,0.8376184032476319,6.762367135116353,0.3944400873624506,0.04441586559284952,0.06806469008982328,0.10656656339272559,0.227642097002131,0.2005420054200542,0.10890566109483743,0.24064377330591427,0.215210355987055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,549b8ef4fdf99b4ffa5fa0c9,q6
46.36,640.0,480.0,30.0,1390.0,251106.0,2251019.0,1.3333333333333333,1.0,0.11550197174226665,0.002521828315720675,0.07327586206896551,0.01603492176747101,0.033459951520868655,8.961628943843204,0.9280657815275569,0.3271552637053617,0.8275862068965517,8.931695480510035,0.32683314155681337,0.035010874678730625,0.01663292084221336,0.06731561166119678,0.5949920752240838,0.0603448275862069,0.06946523305551729,0.6987025861416246,0.07291666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5513256cfdf99b1607b1f47b,q1
46.22,640.0,480.0,30.0,1386.0,244847.0,2209959.0,1.3333333333333333,1.0,0.11288064620241567,0.0017130038317254102,0.047619047619047616,0.01176177221902852,0.03256997701095457,9.311229358950724,0.8599178471250897,0.3253403626201683,0.7748917748917749,9.3037612500752,0.32532007955932357,0.03079653281314232,0.011070678896309943,0.04195825183283693,2.7271338564668173,0.030303030303030304,0.04031084016373894,3.484539821620234,0.0335195530726257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5513256cfdf99b1607b1f47b,q2
88.42,640.0,480.0,30.0,2652.0,260490.0,4392267.0,1.3333333333333333,1.0,0.11234805219082648,0.002218275315798236,0.038461538461538464,0.015794885426333283,0.03447484584911272,9.975021794137863,0.7675414296466571,0.32243581868424004,0.834841628959276,9.943032636281337,0.3227060731316542,0.0352505720542041,0.016070278917066638,0.050208226301227704,0.18081919625945342,0.020361990950226245,0.04624960420833596,0.16245366503943456,0.02168021680216802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5513256cfdf99b1607b1f47b,q3
51.22,640.0,480.0,30.0,1536.0,253426.0,2507673.0,1.3333333333333333,1.0,0.10998480503253569,0.0016311118855315307,0.01953125,0.01478760261392518,0.02948794635946169,10.543778382671144,0.7694064685296302,0.32303188395552856,0.79296875,10.551365809723785,0.32285627595302296,0.029941666972012154,0.014424241843639567,0.035319763575899936,0.2730985918620933,0.01171875,0.030985139565724528,0.3150557178391366,0.014778325123152709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5513256cfdf99b1607b1f47b,q4
60.52,640.0,480.0,30.0,1815.0,254649.0,2965313.0,1.3333333333333333,1.0,0.11172239685228276,0.002315725297414935,0.0165016501650165,0.01452341026169196,0.033264187408349265,10.871824077722252,0.7790130961079356,0.3202829559374176,0.7887788778877888,10.961602156720264,0.3196378282358292,0.033096975271103266,0.014423644375255935,0.03756893415146561,0.12576515911337519,0.0,0.03642689840623657,0.12739322474260578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5513256cfdf99b1607b1f47b,q5
51.98,640.0,480.0,30.0,1559.0,253607.0,2539695.0,1.3333333333333333,1.0,0.11403191099454606,0.0019058255303262938,0.015384615384615385,0.015443153104841437,0.03551733141476824,10.926592441880704,0.8990552313019103,0.32310172841790963,0.8423076923076923,10.936788783664182,0.32355291711376893,0.03589675341476231,0.015490173789754359,0.051972015586858676,0.2576712643055725,0.0038461538461538464,0.05002354950772712,0.2805559215256307,0.0045662100456621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5513256cfdf99b1607b1f47b,q6
43.09,640.0,480.0,30.0,1292.0,395885.0,2866266.0,1.3333333333333333,1.0,0.1686827685746368,0.00791547482307737,0.027777777777777776,0.019516296987991354,0.017602875225268294,9.261124752784449,1.0361709003281523,0.35026212891572567,0.6018518518518519,9.518002496063188,0.35133297829586574,0.02367587374373336,0.019592648905542027,0.02809471204365374,0.8914047492012505,0.023148148148148147,0.02852025322227092,1.3192090134605416,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5563b68afdf99b672cca50d3,q1
33.72,640.0,480.0,30.0,1011.0,378256.0,2168816.0,1.3333333333333333,1.0,0.16466495117387034,0.0042429311362443285,0.04142011834319527,0.015957564915750937,0.021196488838712727,8.725114977260276,1.1861440176403455,0.35404919394295525,0.5207100591715976,9.286223119703182,0.35534792229007406,0.028964819735529546,0.016208603076892113,0.03922394928908992,0.334301921906941,0.04142011834319527,0.042282862607689424,0.3347729283518211,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5563b68afdf99b672cca50d3,q2
45.22,640.0,480.0,30.0,1356.0,393543.0,2994821.0,1.3333333333333333,1.0,0.17448783438043527,0.006151124002425225,0.022123893805309734,0.021109253017924018,0.022283293932115568,9.359036051419652,0.9370492494796213,0.3528497312418488,0.7743362831858407,9.55869207157955,0.3551849575926801,0.023756308986535787,0.022466566916388875,0.06145312869207184,0.2323233262949359,0.017699115044247787,0.050426651620353535,0.25369199932548264,0.022857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5563b68afdf99b672cca50d3,q3
40.52,640.0,480.0,30.0,1215.0,394364.0,2686902.0,1.3333333333333333,1.0,0.17417215055472854,0.005258116893727191,0.024630541871921183,0.018305414940269906,0.023465594335086815,9.326774477100548,1.2175878563219589,0.355698183639838,0.8522167487684729,9.46325354184804,0.3558965445211638,0.024863218363309382,0.018685204016178857,0.050051063079662686,1.3476017661981479,0.024630541871921183,0.04782931792208041,1.5419712822733012,0.023121387283236993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5563b68afdf99b672cca50d3,q4
36.36,640.0,480.0,30.0,1090.0,411210.0,2486746.0,1.3333333333333333,1.0,0.17081519852624896,0.003978097512962617,0.03296703296703297,0.024249533809327147,0.024006275175675273,9.425998956738015,1.210431562114551,0.3555682731884556,0.8846153846153846,9.484223501989566,0.35411402994260094,0.024892264362580952,0.024795091149461622,0.03574144233834427,0.31417916575206056,0.03296703296703297,0.03454740613000542,0.3296220483154428,0.037267080745341616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5563b68afdf99b672cca50d3,q5
37.56,640.0,480.0,30.0,1126.0,408424.0,2555755.0,1.3333333333333333,1.0,0.17146899977645788,0.0035139854399633083,0.02127659574468085,0.02075616523409134,0.02336176009482969,9.497105600274342,1.0303746187341953,0.35383831198257565,0.8882978723404256,9.507973934510236,0.35352387028961896,0.02446827480748352,0.020892317037302023,0.03286766666673944,0.26892212709281654,0.02127659574468085,0.032797172140157656,0.2788146962568838,0.017964071856287425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,5563b68afdf99b672cca50d3,q6
34.34,640.0,480.0,30.0,1030.0,363017.0,2145666.0,1.3333333333333333,1.0,0.1696247376791881,0.0031538290290993123,0.0,0.019393903594890616,0.02158045204453876,6.003808864829239,0.4618114591346098,0.3801612618088008,0.5232558139534884,6.193419731484464,0.3771496393332993,0.033665031117206146,0.019831753082287202,0.061616136931493634,0.10909404351055597,0.005813953488372093,0.05843011531940339,0.12003053578221803,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,55b1add5fdf99b6731f04c5a,q1
31.89,640.0,480.0,30.0,956.0,370951.0,2024405.0,1.3333333333333333,1.0,0.18344218572338739,0.005576286800091136,0.00625,0.021845363265359595,0.024675665031537394,5.670577212142153,0.35635723943137987,0.3843307995235273,0.65,5.706109119828378,0.38054303522180655,0.03100907217127474,0.027438401637791567,0.05404439547562465,0.10668527893695276,0.0,0.055779024634427105,0.11894843336869469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,55b1add5fdf99b6731f04c5a,q2
39.76,640.0,480.0,30.0,1192.0,404066.0,2687374.0,1.3333333333333333,1.0,0.186659485409803,0.007168905750295056,0.020100502512562814,0.02907518774021349,0.031228515748884873,5.927740108893315,0.557816127891412,0.3876118921959264,0.7386934673366834,5.9504173401160685,0.3894694489993787,0.03283478218719329,0.03136134500384118,0.05880712404915691,0.061726036171893504,0.005025125628140704,0.05724300574717165,0.05933716397346266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,55b1add5fdf99b6731f04c5a,q3
32.6,640.0,480.0,30.0,978.0,411173.0,2234268.0,1.3333333333333333,1.0,0.19633605490123243,0.015920860995278945,0.006134969325153374,0.03656727259835812,0.02198133824638856,5.971490885246565,0.6551371301802849,0.3829384036269074,0.7116564417177914,6.106539167773974,0.3814639989578884,0.02584952696100984,0.035263280179630846,0.08374027880386467,0.08948133719877599,0.018404907975460124,0.0781413519444854,0.09638591088833472,0.02586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,55b1add5fdf99b6731f04c5a,q4
45.26,640.0,480.0,30.0,1357.0,415508.0,3125394.0,1.3333333333333333,1.0,0.2018695430708861,0.006774663514960514,0.004405286343612335,0.03472737659096246,0.029443154177279798,5.651036105590987,0.4150899358981532,0.3857262783392509,0.8414096916299559,5.647271768175262,0.38606765232516327,0.02874991424117693,0.03530346518968243,0.06536022926254341,0.07053804722045487,0.004405286343612335,0.06667203018092957,0.0726284201634846,0.005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,55b1add5fdf99b6731f04c5a,q5
42.8,640.0,480.0,30.0,1284.0,479920.0,3299552.0,1.3333333333333333,1.0,0.1846652695618386,0.024190527767902315,0.009345794392523364,0.05814701897751588,0.02921904070968118,5.7704971672157,0.3571408224930546,0.38593338372483166,0.8130841121495327,5.758447299727972,0.3860264717318945,0.03149033651160643,0.06406753875741893,0.04985759835709958,0.06526022623665184,0.009345794392523364,0.04892749175006979,0.06658863564518928,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,55b1add5fdf99b6731f04c5a,q6
65.16,640.0,480.0,30.0,1954.0,480937.0,5027845.0,1.3333333333333333,1.0,0.17302993462207336,0.007835422433356946,0.1687116564417178,0.019611503233693473,0.004675621952551434,6.7761427413804665,0.9709926974107344,0.3456526745171477,0.7484662576687117,6.743768205118204,0.34730987416064757,0.004524323656594369,0.020081836339733393,0.12775817075287307,2.181086875720005,0.2147239263803681,0.12744223257057594,2.581183791123434,0.22131147540983606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,55b2d3f2fdf99b525bc839aa,q1
59.44,640.0,480.0,30.0,1783.0,450276.0,4360246.0,1.3333333333333333,1.0,0.19050594412180208,0.009669728037969472,0.1644295302013423,0.023923686418459735,0.0043981177604520685,7.456983618636862,1.1238966839313191,0.3327388666125854,0.8120805369127517,7.339009514177264,0.33306479633371,0.005035058489692692,0.026014896349282533,0.11647399419824367,1.736809443311167,0.22483221476510068,0.11707256706683956,1.8850214044930824,0.24380165289256198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,55b2d3f2fdf99b525bc839aa,q2
60.46,640.0,480.0,30.0,1813.0,470417.0,4584840.0,1.3333333333333333,1.0,0.1886775132488731,0.010866570496903137,0.2145214521452145,0.019346459387335747,0.0036995069559014066,7.4095967679572015,0.9559177500222403,0.33981605802314657,0.759075907590759,7.30055412901705,0.3409821957598545,0.0038626564701353195,0.0201025202870151,0.0958494204192644,2.7155071149626897,0.32673267326732675,0.09149224298436982,3.1778246160487926,0.36086956521739133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,55b2d3f2fdf99b525bc839aa,q3
59.02,640.0,480.0,30.0,1770.0,443238.0,4274218.0,1.3333333333333333,1.0,0.1794452991900025,0.008783493065946784,0.2305084745762712,0.029339363810290058,0.011132280839585122,7.620500782660511,1.035661584232319,0.3506287521032257,0.7898305084745763,7.599994343395631,0.35159541678746314,0.012022006727533216,0.03059842316285059,0.08410370081001593,3.2398484734800537,0.3254237288135593,0.0862357855689054,2.744219540264483,0.3218884120171674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,55b2d3f2fdf99b525bc839aa,q4
58.39,640.0,480.0,30.0,1751.0,506938.0,4695876.0,1.3333333333333333,1.0,0.2081949959654013,0.012291922879752889,0.2568493150684932,0.034555662585042085,0.024580676150528096,6.751397537205664,0.9338663539851855,0.33724897614105354,0.958904109589041,6.712752811092263,0.3366230606063359,0.024476856152743323,0.03475697267787552,0.09054663876346082,2.737459652186343,0.4554794520547945,0.08993672569555926,2.5545893057462017,0.45714285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,55b2d3f2fdf99b525bc839aa,q5
58.76,640.0,480.0,30.0,1762.0,503977.0,4703697.0,1.3333333333333333,1.0,0.20109488644779494,0.009741188938361046,0.20748299319727892,0.026946983773360838,0.017757157344536513,7.0332554107480165,1.0457217768929463,0.3447590874177951,0.8809523809523809,7.044782886835228,0.34505988184911135,0.017718400781068698,0.027743174229616228,0.083697055770604,2.494355912456027,0.2891156462585034,0.08377915464310921,2.63743436020248,0.2702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,55b2d3f2fdf99b525bc839aa,q6
116.06,640.0,480.0,30.0,3481.0,360680.0,7215557.0,1.3333333333333333,1.0,0.07736287210607136,0.004634207331336952,0.07917383820998279,0.042345268773793035,0.027636867432466374,7.511706237268833,0.5155124987726301,0.3296279440868103,0.8898450946643718,7.500609675125434,0.32934312731770926,0.026808353892081572,0.04416409389542136,0.26100708291603586,0.26232843454373184,0.43201376936316693,0.2658963171991701,0.2620715149409239,0.44294003868471954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,55b74f71fdf99b6e0c49975b,q1
